timestamp,brightness,detected_person_count,fps
1749143190.0412781,141.49150390625,1,11.594452151949808
1749143190.124568,141.07109049479166,1,14.097271508979334
1749143190.2013788,139.089345703125,1,14.61644154389322
1749143190.280714,137.79096354166666,1,14.925873727096882
1749143190.356529,137.79096354166666,1,15.43306158450473
1749143190.438799,135.52787760416666,1,14.114587055390441
1749143190.5151865,134.87445963541666,1,14.463020337148153
1749143190.5877967,133.572626953125,1,15.564611772285897
1749143190.659428,133.572626953125,1,16.5447331789218
1749143190.7351031,132.34274088541667,1,16.82979611757204
1749143190.8173437,131.94541341145833,1,15.588966192716441
1749143190.8990939,131.94541341145833,1,14.765923405375045
1749143190.971681,131.64794921875,1,14.703239236274143
1749143191.06171,131.57895182291668,1,13.359743275132034
1749143191.1465938,131.533095703125,1,14.727814510781053
1749143191.2129796,131.533095703125,1,17.13247898775408
1749143191.2843032,131.514765625,1,15.162257123798625
1749143191.3668005,131.486806640625,1,14.542300416160515
1749143191.4385872,131.486806640625,1,15.01645050136055
1749143191.5119238,131.55883138020835,1,17.808473118848813
1749143191.5711637,131.59636393229167,1,19.15417712910058
1749143191.6417687,131.59636393229167,1,16.244151621457746
1749143191.7183697,131.738291015625,1,17.415461812441162
1749143191.7969792,131.95799479166666,1,17.092543130027778
1749143191.873728,132.04375,1,16.772590586465174
1749143191.9583619,132.04375,1,15.17998177612335
1749143192.0373657,138.16511393229166,1,15.189547226485292
1749143192.1170282,139.15357096354165,1,14.954451252907754
1749143192.1942527,139.15357096354165,1,15.453133251334533
1749143192.2709534,139.52055013020833,1,15.82941740974837
1749143192.3532953,139.64551432291665,1,14.919078064398093
1749143192.4244962,139.65693684895834,1,16.635485454159564
1749143192.505506,139.65693684895834,1,15.093345447376695
1749143192.5826051,139.36908203125,1,15.133099036232808
1749143192.6600916,139.36839518229166,1,15.274401650527567
1749143192.7376523,138.76186848958332,1,15.55081969840384
1749143192.8137224,138.76186848958332,1,15.707771653595312
1749143192.8836982,138.13305989583333,1,17.911903333413107
1749143192.9496672,137.8826171875,1,16.723237200539025
1749143193.0259788,137.8826171875,1,16.414652886947614
1749143193.1132946,137.41689127604167,1,14.883766191322062
1749143193.1877522,138.60018229166667,1,15.763144950518209
1749143193.2588363,138.60018229166667,1,17.56673954449366
1749143193.3289278,139.33939127604165,1,15.852690690790165
1749143193.4126198,139.47180989583333,1,14.442253511756325
1749143193.482803,139.51872395833334,1,16.62038978874303
1749143193.5593548,139.51872395833334,1,17.8547925053168
1749143193.6333532,139.519765625,1,15.231081885852989
1749143193.6935086,139.50194010416666,1,17.495442908438946
1749143193.7713277,139.50194010416666,1,16.459227475248586
1749143193.853209,139.47724934895834,1,15.195435416963749
1749143193.919878,139.698232421875,1,18.380676919612768
1749143194.0052998,139.90158528645833,1,16.059304510131042
1749143194.077327,139.90158528645833,1,17.24114464842214
1749143194.1410868,141.08545247395833,1,17.077510841578384
1749143194.2282023,141.70789388020833,1,14.496011037778093
1749143194.3009226,141.70789388020833,1,15.354530152560505
1749143194.3766844,146.29555013020834,1,15.939321385045893
1749143194.4538126,147.28154296875,1,16.38022851381055
1749143194.5221648,147.28154296875,1,15.841015587968078
1749143194.5984037,148.72861979166666,1,14.982282090047145
1749143194.6610763,149.07731119791666,1,17.190197214495573
1749143194.734788,149.23214518229167,1,16.210187340169938
1749143194.8109188,149.23214518229167,1,16.7934086721702
1749143194.8858762,149.19736002604168,1,16.905226224659867
1749143194.9708147,149.07912760416667,1,15.517393400114424
1749143195.042973,149.07912760416667,1,16.91095165870829
1749143195.1221464,148.74252278645832,1,16.356657352844472
1749143195.1897912,148.74252278645832,1,15.750773200712157
1749143195.250324,148.71810872395832,1,18.006255047035612
1749143195.9845855,150.63164713541667,1,16.12127714845543
1749143196.0503173,150.86671223958334,1,16.868240870999916
1749143196.115243,151.29540364583335,1,16.688038922202537
1749143196.1981473,151.29540364583335,1,15.73458316605215
1749143196.2779303,152.22003255208332,1,15.36724411887764
1749143196.3605552,153.97929361979166,1,14.542199576052147
1749143196.4400735,155.23278971354168,1,14.05456824229537
1749143196.5106363,155.23278971354168,1,15.848497648707449
1749143196.582335,160.24755533854167,1,17.963993349561687
1749143196.653305,161.70424479166667,1,15.753316997656091
1749143196.7310286,162.184453125,1,15.71071350402194
1749143196.8048043,161.54014973958334,1,16.4603901605255
1749143196.8782525,162.644296875,1,17.829442437129817
1749143196.9388266,161.77741861979166,1,18.414327574174834
1749143197.0006192,161.77741861979166,1,17.932733715485043
1749143197.0675645,163.18033854166666,1,16.545124759514753
1749143197.149897,163.38146158854167,1,15.373270910056084
1749143197.2272756,164.61827473958334,1,15.306062029322785
1749143197.302767,164.89844401041665,1,15.5159009177381
1749143197.3757737,165.97302408854168,1,16.35799698039253
1749143197.4587672,165.6403125,1,15.239548980087966
1749143197.531872,164.8985546875,1,16.643935159397728
1749143197.6114292,164.03650065104168,1,16.56557795040688
1749143197.6913633,153.82064778645832,1,16.21206703685267
1749143197.7637966,153.30193033854167,1,17.456050883962153
1749143197.841516,151.49176432291668,1,17.337713553998313
1749143197.9068036,151.49176432291668,1,16.316633779260865
1749143197.9901054,150.47442708333332,1,15.17718039229181
1749143198.0638418,144.53342122395833,1,16.7797703481958
1749143198.145651,140.619306640625,1,15.438742313915805
1749143198.2092352,135.91980794270833,1,19.206980199243464
1749143198.281088,130.36415364583334,1,16.4563214805378
1749143198.3638587,129.031201171875,1,15.317688827721598
1749143198.437685,128.60361328125,1,16.050270792174526
1749143198.5202248,127.40524739583333,1,15.180586131751635
1749143198.5957737,125.23473958333334,1,15.70694813289556
1749143198.6718152,125.23473958333334,1,16.347413528113535
1749143198.748614,124.35487630208333,1,16.73231029146728
1749143198.8142822,125.70504557291666,1,20.56132737473997
1749143198.8803504,135.35771484375,1,19.59287306671112
1749143198.9493022,135.35771484375,1,17.916034926027404
1749143199.013574,149.47348307291668,1,16.872244324206076
1749143199.0973806,154.23816080729168,1,15.53503790835127
1749143199.1742053,154.23816080729168,1,16.068409960834206
1749143199.2510698,158.12921549479168,1,16.48328973303328
1749143199.336183,159.52029622395833,1,14.688872907681858
1749143199.4118025,159.52029622395833,1,15.411909291163795
1749143199.4901059,161.379951171875,1,15.581553463524152
1749143199.5628772,161.78056315104166,1,16.628296762783645
1749143199.6479337,163.08239583333332,1,14.63975634947355
1749143199.719616,163.08239583333332,1,16.48426146108768
1749143199.787328,162.98665690104167,1,19.39697599764956
1749143199.8608763,152.17271158854166,1,16.01717276720331
1749143199.9316754,152.17271158854166,1,17.96814901026332
1749143199.996876,143.65697591145835,1,16.61196396732294
1749143200.0824082,130.062744140625,1,15.109221793382806
1749143200.153801,119.98560221354167,1,16.68744136750944
1749143200.235512,119.98560221354167,1,16.21532621064853
1749143200.3165796,115.65116861979166,1,15.37434158219762
1749143200.3912187,113.64822916666667,1,15.474398930896974
1749143200.4649084,113.64822916666667,1,16.482577205269
1749143200.5446177,111.76590494791667,1,16.48231811953661
1749143200.6284344,111.32688802083334,1,15.436185468241545
1749143200.7111118,111.786533203125,1,14.502928127158636
1749143200.7786946,111.786533203125,1,16.289828056037774
1749143200.849595,112.87031901041667,1,15.17871827892864
1749143200.9212806,114.095810546875,1,15.46122213909375
1749143200.9963386,114.095810546875,1,16.60144369661319
1749143201.0803638,115.50297526041666,1,14.817514215886195
1749143201.1527882,116.404619140625,1,16.347413528113535
1749143201.230385,117.47467122395834,1,16.214824714005108
1749143201.3037682,117.47467122395834,1,17.496099732104053
1749143201.3916085,119.02662434895834,1,14.571603176748681
1749143201.474094,119.69631510416667,1,13.55616567494456
1749143201.5541134,119.69631510416667,1,13.696538822506055
1749143201.625844,120.57140299479167,1,15.038093938481783
1749143201.70437,120.84828125,1,14.747544329148457
1749143201.7838016,120.886572265625,1,14.227000879777929
1749143201.8588202,120.886572265625,1,15.15037245738668
1749143201.9500186,120.80900716145834,1,12.167526879062674
1749143202.0288932,120.80955078125,1,13.179235102762384
1749143202.130022,120.91887044270834,1,11.489703175336716
1749143202.2019098,120.91887044270834,1,15.187677167961516
1749143202.2876341,121.04926432291667,1,13.475937745271922
1749143202.3755822,120.989873046875,1,14.72553940135492
1749143202.4595654,121.0662109375,1,13.424653492647266
1749143202.5427997,121.0662109375,1,15.299976185303182
1749143202.6172009,120.96034505208333,1,16.090786705277697
1749143202.7007482,121.4414453125,1,14.594521123995433
